"id","word_id","form","div_book","div_chapter","div_section","orig","lemma","bgmpos","document_id"
1,"1","ἐν","Ev","3","3.1","Ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
2,"2","τῷ","Ev","3","3.1","τῷ","ὁ","ddns","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
3,"3","ιε'","Ev","3","3.1","ιε'","πεντεκαιδέκατος","aodnsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
4,"4","ἔτει","Ev","3","3.1","ἔτει","ἔτος","ndnsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
5,"5","Τιβερίου","Ev","3","3.1","Τιβερίου","Τιβέριος","ngmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
6,"6","Καίσαρος","Ev","3","3.1","Καίσαρος","Καῖσαρ","ngmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
7,"7","ἐπι","Ev","3","3.1","ἐπι","ἐπί","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
8,"8","τῶν","Ev","3","3.1","τῶν","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
9,"9","χρόνων","Ev","3","3.1","χρόνων","χρόνος","ngmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
10,"10","Πιλάτου","Ev","3","3.1","Πιλάτου","Πιλᾶτος","ngmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
11,"11","κατῆλθεν","Ev","4","4.31","κατῆλθεν","κατέρχομαι","viaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
12,"12","ὁ","Ev","4","4.31","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
13,"13","Ἰησοῦς","Ev","4","4.31","Ἰησοῦς","Ἰησοῦς","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
14,"14","εἰς","Ev","4","4.31","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
15,"15","Καφαρναοὺμ","Ev","4","4.31","Καφαρναοὺμ","Καφαρναούμ","nafsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
16,"-",",","Ev","4","4.31",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
17,"16","καὶ","Ev","4","4.31","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
18,"17","ἦν","Ev","4","4.31","ἦν","εἰμί","viia3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
19,"18","διδάσκων","Ev","4","4.31","διδάσκων","διδάσκω","vppanms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
20,"19","ἐν","Ev","4","4.31","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
21,"20","τῇ","Ev","4","4.31","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
22,"21","συναγωγῇ","Ev","4","4.31","συναγωγῇ","συναγωγή","ndfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
23,"-","·","Ev","4","4.31","·","·","·","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
24,"22","ἐξεπλήσσοντο","Ev","4","4.32","ἐξεπλήσσοντο","ἐκπλήσσω","viip3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
25,"23","δὲ","Ev","4","4.32","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
26,"24","πάντες","Ev","4","4.32","πάντες","πᾶς","ainmpn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
27,"25","ἐπὶ","Ev","4","4.32","ἐπὶ","ἐπί","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
28,"26","τῇ","Ev","4","4.32","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
29,"27","διδαχῆ","Ev","4","4.32","διδαχῆ","διδαχή","ndfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
30,"28","αὐτοῦ","Ev","4","4.32","αὐτοῦ","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
31,"-",",","Ev","4","4.32",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
32,"29","ὅτι","Ev","4","4.32","ὅτι","ὅτι","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
33,"30","ἐν","Ev","4","4.32","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
34,"31","ἐξουσίᾳ","Ev","4","4.32","ἐξουσίᾳ","ἐξουσία","ndfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
35,"32","ἦν","Ev","4","4.32","ἦν","εἰμί","viia3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
36,"33","ὁ","Ev","4","4.32","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
37,"34","λόγος","Ev","4","4.32","λόγος","λόγος","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
38,"35","αὐτου","Ev","4","4.32","αὐτου","αὐτός","rpgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
39,"-",".","Ev","4","4.32",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
40,"36","τί","Ev","4","4.34","τί","τίς","rqnns","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
41,"37","ἡμῖν","Ev","4","4.34","ἡμῖν","ἐγώ","rpd-p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
42,"38","καὶ","Ev","4","4.34","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
43,"39","σοί","Ev","4","4.34","σοί","σύ","rpd-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
44,"-",",","Ev","4","4.34",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
45,"40","Ἰησοῦ","Ev","4","4.34","Ἰησοῦ","Ἰησοῦς","nvmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
46,"-",";","Ev","4","4.34",";",";",";","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
47,"41","ἦλθες","Ev","4","4.34","ἦλθες","ἔρχομαι","viaa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
48,"42","ἀπολέσαι","Ev","4","4.34","ἀπολέσαι","ἀπόλλυμι","vnaa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
49,"43","ἡμᾶς","Ev","4","4.34","ἡμᾶς","ἐγώ","rpa-p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
50,"-",".","Ev","4","4.34",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
51,"44","οἶδα","Ev","4","4.34","οἶδα","οἶδα","vixa1s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
52,"45","τίς","Ev","4","4.34","τίς","τίς","rqnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
53,"46","εἶ","Ev","4","4.34","εἶ","εἰμί","vipa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
54,"-",",","Ev","4","4.34",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
55,"47","ὁ","Ev","4","4.34","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
56,"48","ἅγιος","Ev","4","4.34","ἅγιος","ἅγιος","annmsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
57,"49","τοῦ","Ev","4","4.34","τοῦ","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
58,"50","θεοῦ","Ev","4","4.34","θεοῦ","θεός","ngmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
59,"-",".","Ev","4","4.34",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
60,"51","ἐπετίμησεν","Ev","4","4.35","ἐπετίμησεν","ἐπιτιμάω","viaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
61,"52","αὐτῷ","Ev","4","4.35","αὐτῷ","αὐτός","rpdns","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
62,"53","ὁ","Ev","4","4.35","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
63,"54","Ἰησοῦς","Ev","4","4.35","Ἰησοῦς","Ἰησοῦς","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
64,"-",".","Ev","4","4.35",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
65,"55","ἐλθὼν","Ev","4","4.16","ἐλθὼν","ἔρχομαι","vpaanms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
66,"56","δὲ","Ev","4","4.16","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
67,"57","εἰς","Ev","4","4.16","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
68,"58","Ναζαρέθ","Ev","4","4.16","Ναζαρέθ","Ναζαρά","nafsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
69,"-",",","Ev","4","4.16",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
70,"59","ὅπου","Ev","4","4.16","ὅπου","ὅπου","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
71,"60","ἦν","Ev","4","4.16","ἦν","εἰμί","viia3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
72,"61","κατὰ","Ev","4","4.16","κατὰ","κατά","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
73,"62","τὸ","Ev","4","4.16","τὸ","ὁ","dans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
74,"63","εἰωθός","Ev","4","4.16","εἰωθός","εἴωθα","vpxaans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
75,"-",",","Ev","4","4.16",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
76,"64","ἐν","Ev","4","4.16","ἐν","ἐν","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
77,"65","τῇ","Ev","4","4.16","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
78,"66","ἡμέρᾳ","Ev","4","4.16","ἡμέρᾳ","ἡμέρα","ndfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
79,"67","τῶν","Ev","4","4.16","τῶν","ὁ","dgnp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
80,"68","σαββάτων","Ev","4","4.16","σαββάτων","σάββατον","ngnpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
81,"69","εἰς","Ev","4","4.16","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
82,"70","τὴν","Ev","4","4.16","τὴν","ὁ","dafs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
83,"71","συναγωγὴν","Ev","4","4.16","συναγωγὴν","συναγωγή","nafsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
84,"-",".","Ev","4","4.16",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
85,"72","ἰατρέ","Ev","4","4.23","ἰατρέ","ἰατρός","nvmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
86,"-",",","Ev","4","4.23",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
87,"73","θεράπευσον","Ev","4","4.23","θεράπευσον","θεραπεύω","vdaa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
88,"74","σεαυτόν","Ev","4","4.23","σεαυτόν","σεαυτοῦ","rxams","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
89,"-",".","Ev","4","4.23",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
90,"75","ἐξέβαλον","Ev","4","4.29","ἐξέβαλον","ἐκβάλλω","viaa3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
91,"76","αὐτόν","Ev","4","4.29","αὐτόν","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
92,"-",",","Ev","4","4.29",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
93,"77","ἤγαγον","Ev","4","4.29","ἤγαγον","ἄγω","viaa3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
94,"78","αὐτὸν","Ev","4","4.29","αὐτὸν","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
95,"79","ἕως","Ev","4","4.29","ἕως","ἕως","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
96,"80","τῆς","Ev","4","4.29","τῆς","ὁ","dgfs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
97,"81","ὀφρύος","Ev","4","4.29","ὀφρύος","ὀφρύς","ngfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
98,"82","τοῦ","Ev","4","4.29","τοῦ","ὁ","dgns","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
99,"83","ὄρους","Ev","4","4.29","ὄρους","ὄρος","ngnsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
100,"-",".","Ev","4","4.29",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
101,"84","διὰ","Ev","4","4.30","διὰ","διά","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
102,"85","μέσου","Ev","4","4.30","μέσου","μέσος","angnsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
103,"86","αὐτῶν","Ev","4","4.30","αὐτῶν","αὐτός","rpgmp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
104,"87","ἐπορεύετο","Ev","4","4.30","ἐπορεύετο","πορεύομαι","viim3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
105,"-",".","Ev","4","4.30",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
106,"88","ἐξήρχετο","Ev","4","4.41","ἐξήρχετο","ἐξέρχομαι","viim3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
107,"89","δαιμόνια","Ev","4","4.41","δαιμόνια","δαιμόνιον","nnnpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
108,"90","κράζοντα","Ev","4","4.41","κράζοντα","κράζω","vppannp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
109,"-","·","Ev","4","4.41","·","·","·","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
110,"91","σὺ","Ev","4","4.41","Σὺ","σύ","rpn-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
111,"92","εἶ","Ev","4","4.41","εἶ","εἰμί","vipa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
112,"93","ὁ","Ev","4","4.41","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
113,"94","υἱὸς","Ev","4","4.41","υἱὸς","υἱός","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
114,"95","τοῦ","Ev","4","4.41","τοῦ","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
115,"96","θεοῦ","Ev","4","4.41","θεοῦ","θεός","ngmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
116,"-",".","Ev","4","4.41",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
117,"97","ἐπιτιμῶν","Ev","4","4.41","ἐπιτιμῶν","ἐπιτιμάω","vppanms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
118,"98","οὐκ","Ev","4","4.41","οὐκ","οὐ","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
119,"99","εἴα","Ev","4","4.41","εἴα","ἐάω","viia3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
120,"100","αὐτὰ","Ev","4","4.41","αὐτὰ","αὐτός","rpanp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
121,"101","λαλεῖν","Ev","4","4.41","λαλεῖν","λαλέω","vnpa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
122,"-",".","Ev","4","4.41",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
123,"102","ἐπορεύθη","Ev","4","4.42","ἐπορεύθη","πορεύομαι","viap3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
124,"103","εἰς","Ev","4","4.42","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
125,"104","ἔρημον","Ev","4","4.42","ἔρημον","ἔρημος","anamsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
126,"-",".","Ev","4","4.42",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
127,"105","κατεῖχον","Ev","4","4.42","κατεῖχον","κατέχω","viia3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
128,"106","αὐτόν","Ev","4","4.42","αὐτόν","αὐτός","rpams","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
129,"-",".","Ev","4","4.42",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
130,"107","δεῖ","Ev","4","4.43","Δεῖ","δεῖ","vipa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
131,"108","με","Ev","4","4.43","με","ἐγώ","rpa-s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
132,"109","καὶ","Ev","4","4.43","καὶ","καί","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
133,"110","ταῖς","Ev","4","4.43","ταῖς","ὁ","ddfp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
134,"111","ἄλλαις","Ev","4","4.43","ἄλλαις","ἄλλος","aidfpn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
135,"112","πόλεσιν","Ev","4","4.43","πόλεσιν","πόλις","ndfpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
136,"113","εὐαγγελίσασθαι","Ev","4","4.43","εὐαγγελίσασθαι","εὐαγγελίζω","vnam","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
137,"114","τὴν","Ev","4","4.43","τὴν","ὁ","dafs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
138,"115","βασιλείαν","Ev","4","4.43","βασιλείαν","βασιλεία","nafsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
139,"116","τοῦ","Ev","4","4.43","τοῦ","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
140,"117","θεοῦ","Ev","4","4.43","θεοῦ","θεός","ngmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
141,"-",".","Ev","4","4.43",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
142,"118","Σίμων","Ev","5","5.3","Σίμων","Σίμων","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
143,"-",".","Ev","5","5.3",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
144,"119","θάμβος","Ev","5","5.9","θάμβος","θάμβος","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
145,"120","ἐπὶ","Ev","5","5.9","ἐπὶ","ἐπί","pd","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
146,"121","τῇ","Ev","5","5.9","τῇ","ὁ","ddfs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
147,"122","ἄγρᾳ","Ev","5","5.9","ἄγρᾳ","ἄγρα","ndfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
148,"123","τῶν","Ev","5","5.9","τῶν","ὁ","dgmp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
149,"124","ἰχθύων","Ev","5","5.9","ἰχθύων","ἰχθύς","ngmpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
150,"-",".","Ev","5","5.9",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
151,"125","υἱοὺς","Ev","5","5.10","υἱοὺς","υἱός","nampc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
152,"126","Ζεβεδαίου","Ev","5","5.10","Ζεβεδαίου","Ζεβεδαῖος","ngmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
153,"-",".","Ev","5","5.10",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
154,"127","μὴ","Ev","5","5.10","μὴ","μή","x","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
155,"128","φοβοῦ","Ev","5","5.10","φοβοῦ","φοβέω","vdpm2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
156,"-",",","Ev","5","5.10",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
157,"129","ἀπὸ","Ev","5","5.10","ἀπὸ","ἀπό","pg","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
158,"130","τοῦ","Ev","5","5.10","τοῦ","ὁ","dgms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
159,"131","νῦν","Ev","5","5.10","νῦν","νῦν","b","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
160,"132","γὰρ","Ev","5","5.10","γὰρ","γάρ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
161,"133","ἀνθρώπους","Ev","5","5.10","ἀνθρώπους","ἄνθρωπος","nampc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
162,"134","ἔσῃ","Ev","5","5.10","ἔσῃ","εἰμί","vifm2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
163,"135","ζωγρῶν","Ev","5","5.10","ζωγρῶν","ζωγρέω","vppanms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
164,"-",".","Ev","5","5.10",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
165,"136","ἀφέντες","Ev","5","5.11","ἀφέντες","ἀφίημι","vpaanmp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
166,"137","ἠκολούθησαν","Ev","5","5.11","ἠκολούθησαν","ἀκολουθέω","viaa3p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
167,"138","αὐτῷ","Ev","5","5.11","αὐτῷ","αὐτός","rpdms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
168,"-",".","Ev","5","5.11",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
169,"139","ἀνὴρ","Ev","5","5.12","ἀνὴρ","ἀνήρ","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
170,"140","λεπρός","Ev","5","5.12","λεπρός","λέπρα","ngfsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
171,"-",".","Ev","5","5.12",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
172,"141","ἥψατο","Ev","5","5.13","ἥψατο","ἅπτω","viam3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
173,"-",".","Ev","5","5.13",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
174,"142","ἄπελθε","Ev","5","5.14","ἄπελθε","ἀπέρχομαι","vdaa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
175,"143","δεῖξον","Ev","5","5.14","δεῖξον","δείκνυμι","vdaa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
176,"144","σεαυτὸν","Ev","5","5.14","σεαυτὸν","σεαυτοῦ","rxams","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
177,"145","τῷ","Ev","5","5.14","τῷ","ὁ","ddms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
178,"146","ἱερεῖ","Ev","5","5.14","ἱερεῖ","ἱερεύς","ndmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
179,"147","καὶ","Ev","5","5.14","καὶ","καί","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
180,"148","προσένεγκε","Ev","5","5.14","προσένεγκε","προσφέρω","vdaa2s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
181,"149","τὸ","Ev","5","5.14","τὸ","ὁ","dans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
182,"150","δῶρον","Ev","5","5.14","δῶρον","δῶρον","nansc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
183,"151","ὃ","Ev","5","5.14","ὃ","ὅς","rrans","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
184,"152","προσέταξεν","Ev","5","5.14","προσέταξεν","προστάσσω","viaa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
185,"153","Μωϋσῆς","Ev","5","5.14","Μωϋσῆς","Μωϋσῆς","nnmsp","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
186,"-",",","Ev","5","5.14",",",",",",","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
187,"154","ἵνα","Ev","5","5.14","ἵνα","ἵνα","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
188,"155","ᾖ","Ev","5","5.14","ᾖ","εἰμί","vspa3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
189,"156","ὑμῖν","Ev","5","5.14","ὑμῖν","σύ","rpd-p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
190,"157","εἰς","Ev","5","5.14","εἰς","εἰς","pa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
191,"158","μαρτύριον","Ev","5","5.14","μαρτύριον","μαρτύριον","nansc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
192,"-",".","Ev","5","5.14",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
193,"159","παραλελυμένος","Ev","5","5.18","παραλελυμένος","παραλύω","vpxpnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
194,"-",".","Ev","5","5.18",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
195,"160","δύναται","Ev","5","5.21","δύναται","δύναμαι","vipm3s","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
196,"161","ἀφεῖναι","Ev","5","5.21","ἀφεῖναι","ἀφίημι","vnaa","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
197,"162","ἁμαρτίας","Ev","5","5.21","ἁμαρτίας","ἁμαρτία","nafpc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
198,"163","εἰ","Ev","5","5.21","εἰ","εἰ","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
199,"164","μὴ","Ev","5","5.21","μὴ","μή","x","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
200,"165","μόνος","Ev","5","5.21","μόνος","μόνος","annmsn","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
201,"166","ὁ","Ev","5","5.21","ὁ","ὁ","dnms","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
202,"167","θεός","Ev","5","5.21","θεός","θεός","nnmsc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
203,"-",".","Ev","5","5.21",".",".",".","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
204,"168","ἵνα","Ev","5","5.24","ἵνα","ἵνα","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
205,"169","δὲ","Ev","5","5.24","δὲ","δέ","cc","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
206,"170","εἰδῆτε","Ev","5","5.24","εἰδῆτε","οἶδα","vsxa2p","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
207,"171","ὅτι","Ev","5","5.24","ὅτι","ὅτι","cs","urn:cts:greekLit:tlg2958.tlg00203-src-grc1"
